Wavelength(nm)	T%
373		-2.84E-05
372.5		4.80E-05
372		-0.000212431
371.5		0.000118469
371		0.00018929
370.5		-6.96E-05
370		-6.44E-05
369.5		5.04E-05
369		-0.000268165
368.5		0.000219017
368		-0.00011893
367.5		0.000100701
367		-4.25E-05
366.5		0.000213118
366		0.000260165
365.5		8.41E-05
365		-0.000342863
364.5		0.000189134
364		9.43E-05
363.5		8.55E-05
363		0.000128105
362.5		0.000135353
362		5.90E-05
361.5		-7.75E-05
361		3.71E-06
360.5		-0.000116998
360		0.000195511
359.5		-7.15E-06
359		0.000216739
358.5		-3.85E-05
358		0.000388735
357.5		0.000131625
357		-8.84E-05
356.5		-0.000191553
356		-5.11E-05
355.5		0.000128638
355		0.000109716
354.5		-0.00010919
354		-0.000110402
353.5		-5.20E-05
353		0.000332504
352.5		4.05E-05
352		0.000184792
351.5		6.06E-05
351		0.000177737
350.5		0.00013723
350		2.19E-05
349.5		-0.0006702
349		0.000197287
348.5		3.34E-05
348		0.000205682
347.5		0.000141048
347		5.96E-05
346.5		-0.000104271
346		0.00012653
345.5		0.00031566
345		0.000291142
344.5		0.000547196
344		8.76E-05
343.5		0.000208539
343		1.18E-05
342.5		0.000121432
342		-2.24E-05
341.5		-0.000274148
341		7.07E-05
340.5		-0.000157674
340		0.000193541
339.5		4.77E-05
339		3.16E-05
338.5		0.000134786
338		5.61E-05
337.5		0.000124523
337		0.000186129
336.5		0.000174596
336		0.00011719
335.5		7.23E-05
335		-0.000105505
334.5		0.000347769
334		0.000130963
333.5		0.000345423
333		-2.83E-06
332.5		-6.48E-06
332		6.34E-05
331.5		9.89E-05
331		6.20E-05
330.5		0.000174713
330		8.05E-05
329.5		0.000278812
329		-3.28E-05
328.5		4.19E-05
328		5.44E-05
327.5		-5.17E-05
327		3.45E-05
326.5		0.000229683
326		7.88E-05
325.5		-5.21E-05
325		-0.000128933
324.5		0.000113214
324		-6.02E-05
323.5		0.000201861
323		-6.86E-05
322.5		0.000226673
322		0.000204941
321.5		9.16E-05
321		3.03E-05
320.5		3.59E-05
320		0.00010663
319.5		0.000198772
319		0.000199276
318.5		-2.20E-05
318		1.73E-05
317.5		0.000224797
317		6.08E-05
316.5		-2.08E-05
316		-4.14E-06
315.5		-1.89E-05
315		8.45E-05
314.5		0.000199348
314		5.76E-06
313.5		5.93E-05
313		5.49E-05
312.5		-8.20E-06
312		0.000131708
311.5		-2.00E-05
311		6.34E-05
310.5		-1.09E-05
310		0.000104225
309.5		-2.32E-05
309		5.77E-05
308.5		0.000107634
308		0.000116986
307.5		-6.53E-05
307		0.000261649
306.5		0.000161231
306		0.000163384
305.5		2.79E-05
305		-0.000122125
304.5		3.77E-05
304		6.20E-05
303.5		-1.31E-05
303		-2.51E-05
302.5		-8.99E-06
302		0.00026211
301.5		3.96E-05
301		8.48E-05
300.5		-0.000109859
300		-0.00016471
